,actual,predicted,prob_fraud
0,0,0,0.001484473582646287
1,0,0,0.034906933862715914
2,0,0,0.03755656432996479
3,0,0,0.09139757185028208
4,0,0,0.003837125037830273
5,0,0,1.2590567626105708e-06
6,0,0,0.00019600057434939754
7,0,0,1.366227970729413e-05
8,0,0,0.28044074739802155
9,0,0,2.2621783667741254e-05
10,0,0,1.6978754581821068e-05
11,0,0,0.004630739584407901
12,1,0,0.4763043358808263
13,0,0,0.006281738950442542
14,0,0,0.00021189581373616667
15,0,0,0.0019995387978235402
16,0,0,0.03676867679950741
17,0,0,0.019132422377678458
18,1,0,0.2164302334509281
19,0,0,5.894662664542422e-05
20,0,0,0.014580795151757824
21,0,0,0.001024081717306653
22,0,0,0.1805303879415181
23,0,0,0.011311322379730334
24,0,0,0.002424016860102364
25,0,0,0.0010410407165281183
26,0,0,0.0014962231202387017
27,0,0,0.017076684844640234
28,0,0,2.72935683268875e-07
29,0,0,0.10346346012017008
30,0,0,0.004884501718867016
31,0,0,0.00924723735535762
32,0,0,0.0017820458961736313
33,0,0,1.7490316511688019e-06
34,0,0,0.006993972825850856
35,0,0,0.0017062353169256018
36,0,0,1.390675858993574e-05
37,0,0,1.6569346576412907e-05
38,0,0,2.528139868052947e-07
39,0,0,0.0003746644834011482
40,0,0,0.0047100386062762616
41,0,0,0.00015739479234841585
42,0,0,1.3317480900594525e-06
43,0,0,2.215634760278496e-08
44,0,0,2.7064566657573465e-05
45,0,0,0.006032355236959045
46,0,0,1.7490316511688019e-06
47,0,0,9.713885478331358e-11
48,0,1,0.500847725469111
49,0,0,0.001414470856547153
50,0,0,2.1825624108862767e-06
51,0,0,0.04170573822553455
52,0,0,0.019843471040410662
53,0,0,0.0014069082933395858
54,0,0,0.011667564599335512
55,0,0,0.057154283084382605
56,0,0,0.016250853023262752
57,0,0,0.01591263421752699
58,0,0,0.004080409117469943
59,0,0,1.7490316511688019e-06
60,0,0,0.0058450898394441335
61,0,0,0.026973173022100526
62,0,0,0.007067395771190749
63,0,0,3.332502105904393e-07
64,0,0,1.895847179848166e-06
65,0,0,0.006086185528006092
66,0,0,0.020892531963573886
67,0,0,0.0020171386416671395
68,0,0,0.002932914518041746
69,0,0,0.00025293879583903787
70,0,0,0.00867079893705935
71,0,0,0.00052239096570496
72,0,0,0.04060792520100565
73,0,0,0.01951967671776798
74,0,0,1.6204371508408196e-06
75,0,0,0.038641453299962006
76,0,0,1.6567134101915954e-07
77,1,0,0.24680573276026094
78,0,0,0.0014934533385781473
79,0,0,0.00030580187455576106
80,0,0,0.10605626333250905
81,0,0,5.7093918114116803e-11
82,0,0,0.19791513155621604
83,0,0,0.021919983320853764
84,0,0,5.033605605055313e-11
85,0,0,0.06285803329462111
86,0,0,0.00506829863066124
