,actual,predicted,prob_fraud
0,0,0,0.02127357916801712
1,0,0,0.011042986332153708
2,0,0,0.13805277641891397
3,0,0,0.15985089930562502
4,0,0,0.025286117274718616
5,0,0,0.19637046479767575
6,0,0,0.01921671721246652
7,0,0,0.030583859211576806
8,0,0,0.2203039038247453
9,0,0,0.031862111864774584
10,0,0,0.016997474662698554
11,0,0,0.02987591182207851
12,1,0,0.16246891928576326
13,0,0,0.03186146784891898
14,0,0,0.016691078131361656
15,0,0,0.01955816234038341
16,0,0,0.13970887856525244
17,0,0,0.030957735988389606
18,1,0,0.18591743565726448
19,0,0,0.028207270079112865
20,0,0,0.012407576579214808
21,0,0,0.023760992115899146
22,0,0,0.20066833675033144
23,0,0,0.09591878386336664
24,0,0,0.019126576246433543
25,0,0,0.0194172716554474
26,0,0,0.020394353430025193
27,0,0,0.17329522361175828
28,0,0,0.014484516331511757
29,0,0,0.185155911713571
30,0,0,0.013495712150992642
31,0,0,0.14763758520560993
32,0,0,0.012136476945006138
33,0,0,0.01527340596661201
34,0,0,0.025460363507512743
35,0,0,0.014485360608564963
36,0,0,0.020217479862833294
37,0,0,0.026648519657083352
38,0,0,0.06970489254384606
39,0,0,0.015186652093829262
40,0,0,0.019960316306112332
41,0,0,0.02985083895383909
42,0,0,0.015786400954040308
43,0,0,0.021819726065473607
44,0,0,0.010977778994299595
45,0,0,0.012026562033012967
46,0,0,0.01527340596661201
47,0,0,0.06185566152749884
48,0,0,0.22823791501165283
49,0,0,0.017374247929223745
50,0,0,0.01518574007282916
51,0,0,0.12686692663937854
52,0,0,0.013655214892496418
53,0,0,0.02769438450621093
54,0,0,0.014091853056415733
55,0,0,0.012617599738529
56,0,0,0.01820095007012655
57,0,0,0.036549745336747146
58,0,0,0.01635880593309944
59,0,0,0.01527340596661201
60,0,0,0.087690589262611
61,0,0,0.011839017740704555
62,0,0,0.019631011428790063
63,0,0,0.030680594598154746
64,0,0,0.027452606001301533
65,0,0,0.017203938900552503
66,0,0,0.03022543904934969
67,0,0,0.01768702580965313
68,0,0,0.017667380820189295
69,0,0,0.04185317595229238
70,0,0,0.031223034595747833
71,0,0,0.01094648720530634
72,0,0,0.01830699876122425
73,0,0,0.024407754078091037
74,0,0,0.030684091659129838
75,0,0,0.0245292755142562
76,0,0,0.027238936070574187
77,1,0,0.16362833815050917
78,0,0,0.008699869252795287
79,0,0,0.010523676637939858
80,0,0,0.11235704467360944
81,0,0,0.04021087245860729
82,0,0,0.21911351554051695
83,0,0,0.01166449423828674
84,0,0,0.017613764222126682
85,0,0,0.14136108451733448
86,0,0,0.02918621708135106
87,0,0,0.016271115447412547
88,1,0,0.13555777587333287
89,0,0,0.04219390057922705
90,0,0,0.19679880788945076
91,0,0,0.016618951254693943
92,0,0,0.022382106034462657
93,0,0,0.02958774955159174
94,1,0,0.297670365964672
95,0,0,0.0214238328769958
96,0,0,0.01152088089293342
97,0,0,0.031249784669135344
98,0,0,0.015140043244379998
99,0,0,0.030950682649632903
100,0,0,0.01918899247203411
101,0,0,0.10714201906209388
102,0,0,0.013893732558535115
103,0,0,0.011692507019838157
104,0,0,0.033764353339291044
105,0,0,0.01773136941909583
106,0,0,0.20002871579282744
107,0,0,0.014565437013324781
108,0,0,0.18923391597521813
109,0,0,0.021258137017801878
110,0,0,0.025817589098896542
111,0,0,0.1994809715624165
112,0,0,0.22369826237038837
113,0,0,0.01527340596661201
114,0,0,0.01398676547554959
115,0,0,0.017119611363741485
116,0,0,0.015289016940465616
117,0,0,0.010986506154538812
118,0,0,0.01313568242705313
119,0,0,0.013448517335470875
120,0,0,0.020927882757379737
121,1,0,0.3335596227368065
122,0,0,0.16289480005368293
123,0,0,0.02425047542402421
124,0,0,0.0377441356665889
125,0,0,0.011330591922141442
126,0,0,0.018211871550032344
127,0,0,0.023998237734796195
128,0,0,0.20049059307160874
129,0,0,0.012554556562177487
130,0,0,0.010253028305271212
131,0,0,0.026698339472759267
132,0,0,0.012124175380145388
133,0,0,0.09006748799013621
134,0,0,0.14157094686941818
135,0,0,0.019633844214004048
136,0,0,0.013085791244647297
137,0,0,0.020540664174541236
138,0,0,0.011937250858333451
139,0,0,0.010380853336933836
140,0,0,0.033597914349474935
141,0,0,0.042141028160554525
142,0,0,0.019199936450765374
143,0,0,0.010070577249847954
144,0,0,0.03842109001878097
145,0,0,0.014730863913627129
146,0,0,0.01853979301786119
147,0,0,0.01377323975424001
148,0,0,0.020624434373248974
149,0,0,0.02174491110674948
150,0,0,0.09395146431578745
151,0,0,0.020023011950222363
152,0,0,0.014958763806328127
153,0,0,0.01829254219430714
154,1,1,0.6231078668438683
155,0,0,0.030825796617906336
156,0,0,0.20030339941671424
157,1,0,0.2032935742623943
158,0,0,0.22042914777240366
159,0,0,0.08146401216297337
160,0,0,0.14832403295446187
161,0,0,0.015274681676098474
162,0,0,0.01527340596661201
163,0,0,0.0757619390088222
164,0,0,0.052925261131270905
165,0,0,0.23140583026477618
166,0,0,0.11909395313110359
167,0,0,0.024427893212450636
168,0,0,0.026103001680048844
169,0,0,0.018252575169133232
170,0,0,0.020843109728980683
171,0,0,0.028507845080048267
172,0,0,0.09062716540884667
173,0,0,0.18663654614934458
174,0,0,0.027252009124096487
175,0,0,0.020926959805830127
176,0,0,0.03816438602651752
177,0,0,0.009762538690392035
178,0,0,0.031136374079927014
179,0,0,0.010982960202237473
180,0,0,0.015868203650162553
181,0,0,0.09009570409703806
182,0,0,0.010029560147209142
183,0,0,0.03596884147631276
184,0,0,0.01890396917072451
185,0,0,0.01761915862405406
186,0,0,0.14474605766401755
187,0,0,0.0144956859786224
188,0,0,0.2342950602055416
189,0,0,0.03513398801921445
190,0,0,0.024811948885409937
191,0,0,0.027422846596658043
192,0,0,0.016788859953014847
193,0,0,0.019392501881277113
194,0,0,0.03515555015121828
195,0,0,0.033064706626100664
196,0,0,0.027338342844280467
197,0,0,0.019172279364185536
198,0,0,0.027841901465417332
199,0,0,0.1361536487686511
200,0,0,0.01096112278128346
201,0,0,0.06172318268396855
202,0,0,0.026401200380441865
203,0,0,0.02143894568994074
204,0,0,0.03475353442401021
205,0,0,0.024482420906409365
206,0,0,0.02546835703806537
207,0,0,0.015953986827257377
208,0,0,0.027004878964877157
209,0,0,0.02024446340489553
210,0,0,0.13314528268592365
211,0,0,0.022384805708522946
212,0,0,0.027558572627976893
213,0,0,0.03783173684483925
214,0,0,0.017299230513356627
215,0,0,0.015418384362174211
216,0,0,0.01818117482129479
217,0,0,0.010148999376586431
218,0,0,0.012182461243622184
219,0,0,0.019145692103537237
220,0,0,0.022058830269808545
221,0,0,0.03591726480680144
222,0,0,0.02255320049194533
223,1,0,0.17804795193946393
224,0,0,0.017253714203854614
225,0,0,0.011736168751981003
226,0,0,0.011900917013908871
227,0,0,0.02135368061210137
228,0,0,0.014725118717650565
229,0,0,0.025947462225813393
230,0,0,0.026653244734124504
231,0,0,0.026129456945197287
232,0,0,0.011770913984157753
233,0,0,0.01847047340526843
234,0,0,0.19832767623810085
235,0,0,0.016339832180642673
236,0,0,0.013840568322460101
237,0,0,0.026151738410462953
238,0,0,0.015551960529895173
239,0,0,0.03386207022957119
240,0,0,0.012732011520989444
241,0,0,0.18924421237944195
242,0,0,0.019919634923294603
243,0,0,0.017238973712260887
244,0,0,0.017998264905720603
245,0,0,0.027333122858080712
246,1,0,0.1813741770895285
247,0,0,0.011537783380101023
248,0,0,0.11028835456126267
249,0,0,0.023151255905433977
250,0,0,0.14124204111561361
251,0,0,0.01902732696693508
252,0,0,0.011441458473835637
253,0,0,0.01818571416635739
254,0,0,0.012220319704674673
255,0,0,0.019945573975957923
256,0,0,0.01367281756969144
257,0,0,0.01527340596661201
258,0,0,0.03251090741472634
259,1,0,0.21627955252700926
260,0,0,0.012113578608075427
261,0,0,0.035195942165409146
262,0,0,0.009532960908384682
263,0,0,0.014223022005044998
264,0,0,0.0459137793648952
265,0,0,0.02212743231302067
266,0,0,0.020717169043135007
267,0,0,0.12898646218729473
268,1,0,0.11437947960239316
269,0,0,0.03888997992772981
270,0,0,0.06119591436616349
271,0,0,0.021423463884027383
272,0,0,0.03344010757522396
273,0,0,0.13438532780986487
274,0,0,0.015525735684899516
275,0,0,0.01952569164002011
276,0,0,0.01367260677083854
277,0,0,0.01985667888870494
278,0,0,0.023390269339777725
279,0,0,0.01600940761974121
280,0,0,0.016612280737145258
281,0,0,0.16424979278091553
282,0,0,0.01527340596661201
283,0,0,0.01974335773529691
284,0,0,0.016705010964161632
285,0,0,0.018305940558054005
286,0,0,0.02089301619513548
287,0,0,0.09971436308421938
288,0,0,0.02144237490521611
289,0,0,0.04504383056874243
290,0,0,0.18097041843137415
291,0,0,0.018260023979396994
292,0,0,0.01527340596661201
293,0,0,0.03023531630824966
294,0,0,0.01448513523398198
295,0,0,0.01481549877477361
