,actual,predicted,prob_fraud
0,1,0,0.1551789788996974
1,1,0,0.0186088396284701
2,1,0,2.917906224584858e-07
3,1,0,0.061467599814537296
4,1,0,0.05143611696869268
5,1,0,8.189308817509582e-18
6,1,0,0.12341496859246762
7,1,0,0.0017330376436578403
8,1,0,5.476813714784495e-05
9,1,0,0.004913263457378643
10,1,0,3.7846121061228055e-05
11,1,0,0.011735615391788513
12,1,0,0.007036091142957228
13,1,0,6.488613532423785e-06
14,1,0,0.016457123851196763
15,0,1,0.8958917762491828
16,1,0,0.09132172318368209
17,1,0,0.27138517301141024
18,0,1,0.9982225808272049
19,1,0,8.538356861084507e-19
20,0,1,0.9986570902037268
21,1,0,1.0449600042686777e-05
22,1,0,0.0057488560360439735
23,0,1,0.9036419408136178
24,0,1,0.9999525976592504
25,1,0,4.1575556721584496e-05
26,1,0,0.004637058685782926
27,1,0,0.23001299873305672
28,1,0,0.3216336841934753
29,1,0,3.0834685099939e-07
30,1,0,0.4731376042711804
31,0,1,0.5628184979368427
32,1,0,0.4277830016426043
33,0,1,0.9999525976592504
34,0,1,0.7656491651052216
35,1,0,1.5603641947012282e-32
36,1,0,0.000629461210078979
37,1,0,0.35855798257106525
38,0,1,0.8650178427343062
39,1,0,2.958112305735426e-08
40,1,0,0.002607311805975307
41,1,0,0.0005043662446323189
42,1,0,0.026667642423402794
43,1,0,2.7021782221066925e-15
44,1,0,0.2843554253288239
45,1,0,6.241337672762343e-06
46,0,1,0.997490369270366
47,1,0,6.60042393948054e-17
48,1,0,6.748185669001544e-06
49,1,0,1.2458341568584184e-06
50,0,1,0.8219361345996161
51,0,1,0.999395019942303
52,1,0,7.38939297029654e-14
53,1,0,0.07128352680855497
54,1,0,3.318632671764662e-09
55,0,1,0.9084226698703392
56,1,0,0.000816498315637474
57,1,0,2.8959515807095967e-07
58,1,0,6.05539800281107e-11
59,1,0,0.1310945289661045
60,1,0,3.2199717354797554e-05
61,1,0,9.54890518596106e-05
62,1,0,0.014400784379788185
63,0,1,0.9538858153752309
