,actual,predicted,prob_fraud
0,1,0,0.06215440910351144
1,1,0,0.08578098635118413
2,1,0,0.3497600581992345
3,1,0,0.42237617110298015
4,1,0,0.20656044835896367
5,1,0,0.19273942322701687
6,1,0,0.04015689250175103
7,1,0,0.050648174703462764
8,1,0,0.44194494101426357
9,1,0,0.0884026874320067
10,1,0,0.37713356836111633
11,1,0,0.1719419137997867
12,1,0,0.08463040137183625
13,1,0,0.4299782557169222
14,1,0,0.41881251596282604
15,1,0,0.012119299445806447
16,1,0,0.041090332245108725
17,1,0,0.09762235411683488
18,1,0,0.016268284520659503
19,1,0,0.15193614800356545
20,1,0,0.3713667505519927
21,1,0,0.3351769304460536
22,1,0,0.3505264743823341
23,1,0,0.2116826466821378
24,1,0,0.4349762562404762
25,1,0,0.4141649732415436
26,1,0,0.4186537045640073
27,1,0,0.11563203287783791
28,1,0,0.2128799703924886
29,1,0,0.03272690859542038
30,1,0,0.2392742852061483
31,1,0,0.07398173366761315
32,1,0,0.03245408125868156
33,1,0,0.4377776369235559
34,1,0,0.09067620584786892
35,1,0,0.018577071316288402
36,1,0,0.01873612089808088
37,1,0,0.1007798706528848
38,1,0,0.14971162060942853
39,1,0,0.29560154132472527
40,1,0,0.2701244028232592
41,1,0,0.0554911976811294
42,1,0,0.4130851530105917
43,1,0,0.06742360144170285
44,1,0,0.32322961211014795
45,1,0,0.39261720736958167
46,1,0,0.498337604021664
47,1,0,0.05946511835633036
48,1,0,0.17835975008488883
49,1,0,0.23577429745730127
50,1,0,0.087819958267519
51,1,0,0.12587465404098916
52,1,0,0.14120672075264817
53,1,0,0.18111105409628533
54,1,0,0.10704923965531533
55,1,0,0.3001558566574434
56,1,0,0.3986672810545067
57,1,0,0.41988739346432014
58,1,0,0.25021681171781673
59,1,0,0.04039275226720921
60,1,0,0.07842936508712124
61,1,0,0.2936720736100854
62,1,0,0.10915146507849187
63,1,0,0.12239185820539063
64,1,0,0.274944640958502
65,1,0,0.10518663856583217
66,1,0,0.4672495747885753
67,1,0,0.41988739346432014
68,1,0,0.16247357171742388
69,1,0,0.2462326551788986
70,1,0,0.13308114594748158
71,1,0,0.07388745641837983
72,1,0,0.4491102803275174
73,1,0,0.27722836769625314
74,1,0,0.19069885364418301
75,1,0,0.28923681066430984
76,1,0,0.2455033119270005
77,1,0,0.41988739346432014
78,1,0,0.41354733995222875
79,1,0,0.0924596954319958
80,1,0,0.289360489506913
81,1,0,0.17596825151634468
82,1,0,0.04442499855108655
83,1,0,0.4134721747740915
84,1,0,0.02991462045159477
85,1,0,0.14817610443532606
86,1,0,0.10613229831660945
87,1,0,0.08043007536737459
88,1,0,0.07828457187244728
89,1,0,0.07221904535245251
90,1,0,0.24649886468454843
91,1,0,0.144948005395018
92,1,0,0.3130241719168025
93,1,0,0.14766266718984325
94,1,0,0.09978158552925874
95,1,0,0.4987655945609461
96,1,0,0.12164131595811198
97,1,0,0.1557826180419043
98,1,0,0.22270176369708158
99,1,0,0.06588183254645129
100,1,0,0.21765081276145345
101,1,0,0.09521570058132407
102,1,0,0.16733866760857705
103,1,0,0.18659108739675787
104,1,0,0.1719419137997867
105,1,0,0.1525419418994563
106,1,0,0.20146517395852317
107,1,0,0.1719419137997867
108,1,0,0.07449366260593059
109,1,0,0.07307638601284071
110,1,0,0.10504030773222726
111,1,0,0.07941613429760301
112,1,0,0.4089293019420744
113,1,0,0.41988739346432014
114,1,0,0.4619531884699622
115,1,0,0.02354567549855862
116,1,0,0.3830187317382407
117,1,0,0.10751889412969243
118,1,0,0.09440702307788644
119,1,0,0.28582485407940944
120,1,0,0.42839526797227173
121,1,0,0.40804655294580616
122,1,0,0.030534498548238222
123,1,0,0.04871884811795127
124,1,0,0.295502040731075
125,1,0,0.07709902073179338
126,1,0,0.11442060457994123
127,1,0,0.10515963091436333
128,1,0,0.2974009014699479
129,1,0,0.4610094189445128
130,1,0,0.0396601284210165
131,1,0,0.1794865850185089
132,1,0,0.12543400173463237
133,1,0,0.09481208791141943
134,1,0,0.36716861654947835
135,1,0,0.21665635582911844
136,1,0,0.050076509619591106
137,1,0,0.1719419137997867
138,1,0,0.49397129806576473
139,1,0,0.4338548064957732
140,1,0,0.21468991879683252
141,1,0,0.1949818928884819
142,1,0,0.019549351029129764
143,1,0,0.46834107366502703
144,1,0,0.195511307487153
145,1,0,0.09220429074597257
146,1,0,0.17100575731785525
147,1,0,0.14929289664015105
148,1,0,0.13142414182999365
