,actual,predicted,prob_fraud
0,0,0,0.0013020072209020156
1,0,0,0.007902938303325486
2,0,0,0.01019413555349606
3,0,0,0.10459218102879905
4,0,0,0.00014408536561376887
5,0,0,0.12312337362466699
6,0,0,0.004382314298238788
7,0,0,0.003309681278493316
8,0,0,0.0021852308842978756
9,0,0,9.419640582390464e-05
10,0,0,0.002154414867628026
11,0,0,0.02529815645752094
12,1,1,0.997
13,0,0,9.853609922571702e-05
14,0,0,0.010078714020211337
15,0,0,0.0023182230286142875
16,0,0,0.131455092950122
17,0,0,0.015139719356143552
18,1,1,0.6656542704734194
19,0,0,0.006205828507926821
20,0,0,0.033651642327827073
21,0,0,0.004426098151929705
22,0,0,0.08939529488006992
23,0,0,0.027061818404589905
24,0,0,0.0036998292269016684
25,0,0,0.004510649014260803
26,0,0,0.006155194925571262
27,0,0,0.06922334535594862
28,0,0,0.01223710592605722
29,0,0,0.25055634376866587
30,0,0,0.03574846580469949
31,0,0,0.05336763758822471
32,0,0,0.00017969555222925894
33,0,0,1.0400911003956376e-05
34,0,0,0.0024609671450179
35,0,0,0.0021047347781560865
36,0,0,0.006209275383663613
37,0,0,0.005548378190932929
38,0,0,0.00015061882471537278
39,0,0,0.022561371950672215
40,0,0,0.03987328014076608
41,0,0,7.500624750713095e-05
42,0,0,0.0030410450083888465
43,0,0,0.0008778166722736318
44,0,0,0.006502159687659082
45,0,0,0.0003068857486291494
46,0,0,1.0400911003956376e-05
47,0,0,0.000273712871747959
48,0,0,0.13643953818304166
49,0,0,0.0016880106344230688
50,0,0,0.004301859551139151
51,0,0,0.05062196678654699
52,0,0,0.00025564212973699663
53,0,0,3.163769385052688e-05
54,0,0,0.02436136254040921
55,0,0,0.1149061203404778
56,0,0,0.002789348194158893
57,0,0,0.00736167119021618
58,0,0,0.005490541237163744
59,0,0,1.0400911003956376e-05
60,0,0,0.07076197507719177
61,0,0,0.0023620086877653825
62,0,0,0.0002574694175647144
63,0,0,5.158984481169454e-05
64,0,0,0.0021947002733689516
65,0,0,0.0004782935155081791
66,0,0,0.023465504254637698
67,0,0,0.0002832627118418551
68,0,0,0.011560307469292345
69,0,0,0.002780172784864497
70,0,0,0.003618490459674028
71,0,0,0.00011975354027301844
72,0,0,0.015072391584844668
73,0,0,0.00025919583138126287
74,0,0,3.984128003475973e-05
75,0,0,0.003184472091975594
76,0,0,0.00032381381862183075
77,1,0,0.2367223127563267
78,0,0,0.0164662522483313
79,0,0,0.008641039168471554
80,0,0,0.03182614823909833
81,0,0,0.0028707690407846448
82,0,0,0.4431728205128206
83,0,0,0.010260816097740546
84,0,0,0.0001028000586004439
85,0,0,0.039796812268035414
86,0,0,0.0002281681568074833
87,0,0,0.01334613233014382
88,1,0,0.04023284221914571
89,0,0,0.0007358030477853705
90,0,0,0.2788433264845165
91,0,0,0.011916273854031012
92,0,0,5.711759856521188e-05
93,0,0,0.028281169484506284
94,1,1,1.0
95,0,0,0.01732101619856019
96,0,0,0.10612716709961285
97,0,0,0.00033060747490715463
98,0,0,0.02423676993432709
99,0,0,0.02404883188894486
100,0,0,0.0007953176834776197
101,0,0,0.16858174887545319
102,0,0,0.0023638699586685627
103,0,0,0.0021610513196668804
104,0,0,0.002195308047825031
105,0,0,0.009462362145846
106,0,0,0.0532470817261386
107,0,0,0.024720788160414547
108,0,0,0.1352532345231948
109,0,0,0.10203755626619425
110,0,0,0.004382321424912025
111,0,0,0.058147479439850144
112,0,0,0.24708446618579247
113,0,0,1.0400911003956376e-05
114,0,0,0.022170788072324508
115,0,0,0.0013217612345066793
116,0,0,0.0020751315851667926
117,0,0,0.0004787322062512369
118,0,0,0.0009971114558296114
119,0,0,0.0007591478966252475
120,0,0,0.020031751522578998
121,1,1,0.5831670216147983
122,0,0,0.21848711320674488
123,0,0,0.01323921781892532
124,0,0,0.002445594996010092
125,0,0,0.007149038385077473
126,0,0,0.00010603065909892687
127,0,0,0.020375412729083723
128,0,0,0.3466191677859386
