,actual,predicted,prob_fraud
0,0,0,3.019797672316014e-08
1,0,0,0.006323864590663048
2,0,0,0.19231523421468358
3,0,0,0.0005156678919988868
4,0,0,8.714070611685992e-07
5,0,0,6.307229579676547e-05
6,0,0,0.01386103459309767
7,0,0,0.08846455855580296
8,0,0,0.005348213381886649
9,0,0,3.510063712862026e-07
10,0,0,0.013134884263883536
11,0,0,0.0005897310592129024
12,0,0,1.1137112224669908e-14
13,0,0,0.001018844178068192
14,0,0,0.02188026327317656
15,0,0,0.02715753005203982
16,0,0,1.5965718184994703e-06
17,0,0,0.1580547045656489
18,0,0,0.012483761274455068
19,0,0,0.0017982896809705007
20,0,0,0.0010049068745382683
21,0,0,1.430596286458423e-05
22,0,0,2.130787147385983e-10
23,0,0,0.01476688320799542
24,0,0,0.0065538118384996695
25,0,0,1.7954986922768855e-13
26,0,0,1.6120754452134336e-05
27,0,0,4.026483650390385e-06
28,0,0,5.301799920422368e-13
29,0,0,0.0030118241156096323
30,0,0,6.702867398152861e-12
31,0,0,0.051400166316878854
32,0,0,3.0600178885758084e-06
33,0,0,3.2017302862087586e-230
34,0,0,0.00011923445780626862
35,1,0,0.05863725540895981
36,0,0,1.265420279765302e-05
37,0,0,0.0011860711202998087
38,0,0,5.524305358373326e-06
39,0,0,0.09786579232011536
40,0,0,1.5422544784394638e-12
41,0,0,0.06807582160896151
42,0,0,2.8105298439577183e-08
43,0,0,0.02441851364780114
44,0,0,0.045504259180713436
45,0,0,0.000458652260567079
46,0,0,1.4515498915094864e-10
47,0,0,6.1275387163759315e-06
48,0,0,0.3356204779798961
49,0,0,0.06677567141381979
50,0,0,0.288006164342115
51,1,0,0.13171612235768293
52,0,0,0.00118862620649047
53,1,0,0.13243385263273794
54,0,0,4.1079581648818264e-10
55,0,0,0.045405019961793136
56,0,0,0.1665604269947096
57,0,0,0.37299166116621735
58,0,0,0.005812950436662783
59,0,0,2.984835675101961e-14
60,0,0,1.5140273450666559e-05
61,1,0,0.02880970416203894
62,0,0,0.07617770170122065
63,0,0,3.2311639453334884e-05
64,0,0,0.28301200024539264
65,0,0,0.005667925803090937
